Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Landskrona,Landskrona centrum-Öster,61,7,0.01,0.00,4.11,1.95,-4.55,-6.72,5789
Landskrona,Nyhamn-Södra Industriområdet,42,0,0.02,0.00,3.74,,-3.80,,1886
Landskrona,Pilängen,5,0,0.01,0.00,1.61,,-5.15,,860
Landskrona,Pilåkern-Silvergården-Karlslund-Säbyholm,9,4,0.01,0.00,2.20,1.39,-5.18,-5.99,1602
Landskrona,Sandvången,22,3,0.02,0.00,3.09,1.10,-3.90,-5.89,1084
Landskrona,Sankt Olov-Lasarettet,20,0,0.01,0.00,3.00,,-4.55,,1901
Landskrona,Saxtorp-Kvärlöv-Annelöv,5,0,0.00,0.00,1.61,,-5.83,,1706
Landskrona,Ven,18,0,0.01,0.00,2.89,,-4.78,,2153
Landskrona,Västra Fäladen,60,5,0.02,0.00,4.09,1.61,-4.01,-6.50,3318
Laxå,Finnerödja-Tived,19,1,0.01,0.00,2.94,0.00,-4.20,-7.15,1268
Laxå,Hasselfors-Röfors,7,1,0.01,0.00,1.95,0.00,-4.82,-6.77,871
Laxå,Laxå norra,46,3,0.03,0.00,3.83,1.10,-3.38,-6.11,1351
Laxå,Laxå södra,20,7,0.02,0.01,3.00,1.95,-4.19,-5.24,1319
Lekeberg,Fjugesta västra,11,0,0.01,0.00,2.40,,-4.88,,1444
Lekeberg,Fjugesta östra,33,0,0.04,0.00,3.50,,-3.21,,814
Lekeberg,Lekeberg norra landsbygd,4,0,0.00,0.00,1.39,,-5.64,,1128
Lekeberg,Lekeberg södra landsbygd,6,0,0.01,0.00,1.79,,-5.25,,1148
Lekeberg,Lekeberg-Lanna,5,0,0.00,0.00,1.61,,-5.33,,1033
Lekeberg,Mullhyttan-Mullhyttan omnejd,7,0,0.01,0.00,1.95,,-4.81,,860
Leksand,Insjön-Tunsta,22,2,0.01,0.00,3.09,0.69,-4.43,-6.83,1844
Leksand,Käringberget,13,2,0.01,0.00,2.56,0.69,-4.61,-6.48,1309
Leksand,Noret-Ullvi-Rönnäs,40,4,0.02,0.00,3.69,1.39,-4.00,-6.30,2189
Leksand,Siljansnäs-Leksand väst,40,4,0.01,0.00,3.69,1.39,-4.20,-6.51,2676
Leksand,Tällberg-Leksand öst,23,2,0.01,0.00,3.14,0.69,-4.67,-7.11,2453
Leksand,Åkerö-Västanvik-Häradsbygden,48,6,0.02,0.00,3.87,1.79,-4.11,-6.19,2925
Lerum,Aggetorp-Björboholm,10,0,0.01,0.00,2.30,,-5.04,,1546
Lerum,Aspenäs,29,2,0.01,0.00,3.37,0.69,-4.62,-7.30,2947
Lerum,Floda,29,1,0.01,0.00,3.37,0.00,-4.55,-7.92,2750
Lerum,Gråbo,32,2,0.02,0.00,3.47,0.69,-4.04,-6.82,1825
Lerum,Hulan-Södra Lerum,25,1,0.01,0.00,3.22,0.00,-5.22,-8.44,4612
Lerum,Jeriko-Bråta-Öxeryd,19,1,0.01,0.00,2.94,0.00,-4.88,-7.82,2494
Lerum,Lerum-Hallsås,80,8,0.02,0.00,4.38,2.08,-4.00,-6.31,4381
Lerum,Lerums Kommuns omland,22,0,0.01,0.00,3.09,,-4.52,,2022
Lerum,Ryggebol-Södra Floda,18,1,0.01,0.00,2.89,0.00,-4.51,-7.40,1643
Lerum,Sjövik,7,0,0.01,0.00,1.95,,-4.84,,883
Lerum,Stannum-Olstorp-Södra Gråbo,21,2,0.01,0.00,3.04,0.69,-4.93,-7.28,2896
Lerum,Stenkullen,23,1,0.01,0.00,3.14,0.00,-4.32,-7.46,1738
Lerum,Tollered,6,0,0.01,0.00,1.79,,-4.89,,800
Lerum,Uddared-Drängsered,26,4,0.01,0.00,3.26,1.39,-4.62,-6.49,2635
Lessebo,Hovmantorp,26,0,0.01,0.00,3.26,,-4.58,,2533
Lessebo,Kosta,17,2,0.02,0.00,2.83,0.69,-3.90,-6.05,844
Lessebo,Lessebo centralort,27,1,0.01,0.00,3.30,0.00,-4.48,-7.77,2376
Lessebo,Lessebo omland,17,0,0.01,0.00,2.83,,-4.27,,1214
Lidingö,Baggeby-Bodal-Larsberg,100,14,0.02,0.00,4.61,2.64,-4.12,-6.09,6176
Lidingö,Bo-Ruboda-Bosön,93,20,0.03,0.01,4.53,3.00,-3.46,-5.00,2963
Lidingö,Brevik-Käppala-Gåshaga,53,8,0.01,0.00,3.97,2.08,-4.68,-6.57,5702
Lidingö,Dalénum-Skärsätra södra,24,4,0.01,0.00,3.18,1.39,-4.31,-6.10,1781
Lidingö,Elfvik-Duvholmen-Stora Höggarn,9,1,0.01,0.00,2.20,0.00,-4.96,-7.15,1278
Lidingö,Hersby-Herserud-Islinge södra,84,19,0.02,0.00,4.43,2.94,-4.02,-5.51,4701
Lidingö,Högsätra,4,2,0.00,0.00,1.39,0.69,-5.86,-6.55,1402
Lidingö,Lidingö centrum-Torsvik,10,1,0.01,0.00,2.30,0.00,-4.95,-7.26,1417
Lidingö,Näset,26,3,0.01,0.00,3.26,1.10,-4.72,-6.87,2903
Lidingö,Skärsätra norra,8,2,0.01,0.00,2.08,0.69,-4.93,-6.32,1109
Lidingö,Sticklinge-Storholmen-Islinge norra,15,4,0.00,0.00,2.71,1.39,-5.40,-6.72,3305
Lidingö,Stockby västra-Mosstorp-Bergsätra,40,8,0.01,0.00,3.69,2.08,-4.49,-6.10,3558
Lidingö,Stockby östra-Mölna-Ekholmsnäs,16,1,0.01,0.00,2.77,0.00,-4.98,-7.75,2324
Lidköping,Gamla Staden,118,14,0.02,0.00,4.77,2.64,-3.95,-6.08,6098
Lidköping,Hovby-Norra Härene-Saleby,14,0,0.01,0.00,2.64,,-4.80,,1693
Lidköping,Järpås-Lovene,18,0,0.02,0.00,2.89,,-4.15,,1143
Lidköping,Kålland-Kållandsö,26,2,0.01,0.00,3.26,0.69,-4.53,-7.10,2421
Lidköping,Majåker-Ljunghed-Lidåker,35,1,0.01,0.00,3.56,0.00,-4.47,-8.03,3061
Lidköping,Margretelund,12,1,0.01,0.00,2.48,0.00,-4.82,-7.30,1482
Lidköping,Nya Staden,63,2,0.01,0.00,4.14,0.69,-4.36,-7.81,4938
Lidköping,Råda Mosse-Dalängen-Lilleskog,36,4,0.01,0.00,3.58,1.39,-4.47,-6.67,3152
Lidköping,Råda-Askeslätt,11,3,0.01,0.00,2.40,1.10,-4.69,-5.99,1193
Lidköping,Tofta-Stenhammar-Sjölunda,22,0,0.01,0.00,3.09,,-5.02,,3345
Lidköping,Vinninga-Filsbäck,20,0,0.01,0.00,3.00,,-4.47,,1754
Lidköping,Örslösa-Tun,34,2,0.01,0.00,3.53,0.69,-4.48,-7.32,3010
Lilla Edet,Göta,12,2,0.01,0.00,2.48,0.69,-4.31,-6.11,897
Lilla Edet,Lilla Edet norra,13,0,0.01,0.00,2.56,,-4.52,,1188
Lilla Edet,Lilla Edet södra,35,7,0.02,0.00,3.56,1.95,-4.05,-5.66,2013
Lilla Edet,Lödöse,18,3,0.01,0.00,2.89,1.10,-4.45,-6.24,1544
Lilla Edet,Nygård-Tunge-Prässebo,12,0,0.01,0.00,2.48,,-4.94,,1680
Lilla Edet,Tösslanda-Hjärtum-Öresjö,15,2,0.01,0.00,2.71,0.69,-4.76,-6.78,1759
Lilla Edet,Västerlanda,6,0,0.01,0.00,1.79,,-5.15,,1037
Lilla Edet,Östra Berg-Ström,18,0,0.01,0.00,2.89,,-4.35,,1393
Lindesberg,Fellingsbro landsbygd,5,0,0.01,0.00,1.61,,-5.14,,854
Lindesberg,Fellingsbro tätort,21,2,0.02,0.00,3.04,0.69,-4.09,-6.44,1255
Lindesberg,Frövi landsbygd,9,0,0.00,0.00,2.20,,-5.49,,2176
Lindesberg,Frövi tätort,38,2,0.02,0.00,3.64,0.69,-4.05,-6.99,2172
Lindesberg,Lindesberg landsbygd,8,0,0.01,0.00,2.08,,-4.70,,878
Lindesberg,Lindesberg nordöstra,13,1,0.01,0.00,2.56,0.00,-4.77,-7.33,1526
Lindesberg,Lindesberg norra,13,1,0.01,0.00,2.56,0.00,-4.74,-7.31,1491
Lindesberg,Lindesberg sydöstra,15,0,0.01,0.00,2.71,,-4.41,,1239
Lindesberg,Lindesberg södra,50,5,0.02,0.00,3.91,1.61,-3.72,-6.03,2069
Lindesberg,Lindesberg västra,29,5,0.02,0.00,3.37,1.61,-4.12,-5.88,1789
Lindesberg,Storå landsbygd,22,1,0.01,0.00,3.09,0.00,-4.68,-7.77,2376
Lindesberg,Storå tätort,25,1,0.01,0.00,3.22,0.00,-4.24,-7.46,1729
Linköping,Berga,59,8,0.01,0.00,4.08,2.08,-4.52,-6.52,5441
Linköping,Domkyrkan-Slottet,15,0,0.01,0.00,2.71,,-4.55,,1426
Linköping,Ekholmen,109,22,0.02,0.00,4.69,3.09,-3.96,-5.56,5733
Linköping,Ekkällan-Garnisonen,33,3,0.01,0.00,3.50,1.10,-4.87,-7.27,4317
Linköping,Ekängen,4,0,0.00,0.00,1.39,,-6.14,,1865
Linköping,Gottfridsberg,66,15,0.01,0.00,4.19,2.71,-4.74,-6.22,7572
Linköping,Hackefors,16,1,0.01,0.00,2.77,0.00,-4.42,-7.19,1323
Linköping,Hejdegården,18,1,0.01,0.00,2.89,0.00,-4.96,-7.85,2566
Linköping,Hjulsbro,39,1,0.01,0.00,3.66,0.00,-4.66,-8.33,4135
Linköping,Johannelund,52,2,0.01,0.00,3.95,0.69,-4.60,-7.85,5148
Linköping,Lambohov-Slaka,37,3,0.00,0.00,3.61,1.10,-5.36,-7.88,7910
Linköping,Lilla Torget-Sankt Lars,68,10,0.02,0.00,4.22,2.30,-3.71,-5.63,2783
Linköping,Linghem,24,0,0.01,0.00,3.18,,-4.61,,2414
Linköping,Ljungsbro-Berg,53,2,0.01,0.00,3.97,0.69,-4.81,-8.09,6524
Linköping,Malmslätt,59,13,0.01,0.00,4.08,2.56,-4.24,-5.76,4115
Linköping,Ramshäll,19,5,0.01,0.00,2.94,1.61,-4.41,-5.74,1556
Linköping,Ryd,41,6,0.01,0.00,3.71,1.79,-5.28,-7.20,8027
Linköping,Skäggetorp-Tornby,99,24,0.01,0.00,4.60,3.18,-4.40,-5.81,8039
Linköping,Sturefors,20,3,0.01,0.00,3.00,1.10,-4.75,-6.65,2322
Linköping,Tallboda,12,2,0.00,0.00,2.48,0.69,-5.35,-7.14,2519
Linköping,Tannefors-Stångebro-Kallerstad,41,5,0.01,0.00,3.71,1.61,-4.67,-6.77,4358
Linköping,Trädgårdsföreningen-Folkungavallen,48,4,0.02,0.00,3.87,1.39,-4.11,-6.59,2924
Linköping,Ullstämma-Haninge,29,2,0.01,0.00,3.37,0.69,-4.57,-7.24,2801
Linköping,Valkebo omland,40,3,0.01,0.00,3.69,1.10,-4.65,-7.24,4191
Linköping,Valla-T1,72,4,0.01,0.00,4.28,1.39,-4.63,-7.52,7387
Linköping,Vasastaden-Hunneberg,89,10,0.01,0.00,4.49,2.30,-4.60,-6.79,8871
Linköping,Vidingsjö,20,2,0.01,0.00,3.00,0.69,-4.74,-7.04,2278
Linköping,Vikingstad-Rappestad,22,1,0.01,0.00,3.09,0.00,-4.56,-7.66,2113
Linköping,Vimanshäll,22,5,0.01,0.00,3.09,1.61,-4.89,-6.37,2912
Linköping,Vreta Kloster omland,38,3,0.01,0.00,3.64,1.10,-4.33,-6.86,2872
Linköping,Vårdnäs omland,18,2,0.00,0.00,2.89,0.69,-5.31,-7.51,3638
Linköping,Åkerbo omland,32,1,0.01,0.00,3.47,0.00,-4.94,-8.40,4464
Ljungby,Angelstad-Bolmen,16,1,0.01,0.00,2.77,0.00,-4.75,-7.52,1846
Ljungby,Annelund,13,3,0.01,0.00,2.56,1.10,-4.68,-6.15,1404
Ljungby,Ekebacken,21,1,0.01,0.00,3.04,0.00,-4.48,-7.52,1853
Ljungby,Hamneda-Kånna,23,2,0.01,0.00,3.14,0.69,-4.38,-6.82,1837
Ljungby,Hångers,29,4,0.03,0.00,3.37,1.39,-3.65,-5.63,1114
Ljungby,Kungshög,56,2,0.03,0.00,4.03,0.69,-3.48,-6.81,1821
Ljungby,Lagan,24,2,0.02,0.00,3.18,0.69,-4.09,-6.57,1433
Ljungby,Lidhult-Odensjö-Torpa,24,2,0.01,0.00,3.18,0.69,-4.23,-6.72,1650
Ljungby,Ljungby centrum,26,2,0.01,0.00,3.26,0.69,-4.27,-6.83,1854
Ljungby,Replösa,15,0,0.01,0.00,2.71,,-4.72,,1687
Ljungby,Ryssby-Agunnaryd,22,2,0.01,0.00,3.09,0.69,-4.46,-6.86,1907
Ljungby,Stensberg,10,0,0.01,0.00,2.30,,-5.19,,1787
Ljungby,Vittaryd,17,0,0.01,0.00,2.83,,-4.52,,1563
Ljungby,Ågård-Hjortsberg,27,4,0.01,0.00,3.30,1.39,-4.31,-6.22,2004
Ljusdal,Färila,37,4,0.03,0.00,3.61,1.39,-3.56,-5.78,1301
Ljusdal,Järvsö,39,0,0.03,0.00,3.66,,-3.61,,1442
Ljusdal,Järvsö omland,23,1,0.01,0.00,3.14,0.00,-4.57,-7.70,2210
Ljusdal,Ljusdal,76,8,0.02,0.00,4.33,2.08,-4.16,-6.42,4891
Ljusdal,Ljusdal norra,38,11,0.03,0.01,3.64,2.40,-3.67,-4.91,1499
Ljusdal,Ljusdal omland,64,3,0.02,0.00,4.16,1.10,-4.10,-7.16,3861
Ljusdal,Tallåsen,7,0,0.01,0.00,1.95,,-4.71,,774
Ljusnarsberg,Kopparberg City,23,0,0.02,0.00,3.14,,-4.03,,1299
Ljusnarsberg,Kopparberg Yttre-Bångbro,22,0,0.02,0.00,3.09,,-4.10,,1334
Ljusnarsberg,Ljusnarsberg Yttre,23,0,0.02,0.00,3.14,,-4.18,,1502
Lomma,Bjärred norra,13,0,0.00,0.00,2.56,,-5.47,,3073
Lomma,Bjärred södra,27,0,0.01,0.00,3.30,,-4.75,,3122
Lomma,Flädie-Fjelie,36,3,0.02,0.00,3.58,1.10,-4.03,-6.51,2016
Lomma,Lomma centrala,69,0,0.01,0.00,4.23,,-4.26,,4907
Lomma,Lomma norra,20,0,0.01,0.00,3.00,,-5.15,,3455
Lomma,Lomma södra-Alnarp,12,0,0.00,0.00,2.48,,-5.41,,2672
Ludvika,Fredriksberg,12,1,0.02,0.00,2.48,0.00,-4.06,-6.55,699
Ludvika,Grangärde-Sunnansjö,32,5,0.02,0.00,3.47,1.61,-4.00,-5.85,1742
Ludvika,Grängesberg,53,6,0.02,0.00,3.97,1.79,-4.01,-6.19,2929
Ludvika,Högberget,10,0,0.00,0.00,2.30,,-5.52,,2492
Ludvika,Ludvika gård,21,3,0.01,0.00,3.04,1.10,-4.36,-6.31,1647
Ludvika,Ludvika norra,91,12,0.02,0.00,4.51,2.48,-3.86,-5.88,4301
Ludvika,Ludvika södra,37,3,0.01,0.00,3.61,1.10,-4.36,-6.87,2899
